Week,Product_Category,Weekly_Demand
2012-01-23,Category_022,475.0
2012-01-23,Category_023,727.0
2012-01-23,Category_024,1633.0
2012-01-23,Category_026,644.0
2012-01-23,Category_028,81200.0
2012-01-23,Category_029,30.0
2012-01-23,Category_030,44500.0
2012-01-23,Category_031,45.0
2012-01-23,Category_032,4800.0
2012-01-23,Category_033,200000.0
2012-01-30,Category_001,7255.0
2012-01-30,Category_003,2159.0
2012-01-30,Category_005,850900.0
2012-01-30,Category_006,1409166.0
2012-01-30,Category_007,1515641.0
2012-01-30,Category_008,44.0
2012-01-30,Category_009,12567.0
2012-01-30,Category_010,72.0
2012-01-30,Category_011,3840.0
2012-01-30,Category_013,1659.0
2012-01-30,Category_015,3030.0
2012-01-30,Category_018,427.0
2012-01-30,Category_019,17803601.0
2012-01-30,Category_020,10964.0
2012-01-30,Category_021,23323.0
2012-01-30,Category_022,2068.0
2012-01-30,Category_023,4510.0
2012-01-30,Category_024,2167.0
2012-01-30,Category_026,1320.0
2012-01-30,Category_028,104665.0
2012-01-30,Category_029,-66.0
2012-01-30,Category_030,405750.0
2012-01-30,Category_031,44.0
2012-01-30,Category_032,11648.0
2012-01-30,Category_033,90000.0
2012-02-06,Category_001,6546.0
2012-02-06,Category_003,612.0
2012-02-06,Category_005,659200.0
2012-02-06,Category_006,2225507.0
2012-02-06,Category_007,155087.0
2012-02-06,Category_008,14.0
2012-02-06,Category_009,14032.0
2012-02-06,Category_010,6.0
2012-02-06,Category_011,22803.0
2012-02-06,Category_013,911.0
2012-02-06,Category_015,35474.0
2012-02-06,Category_018,178.0
2012-02-06,Category_019,21475553.0
2012-02-06,Category_020,12516.0
2012-02-06,Category_021,26686.0
2012-02-06,Category_022,10802.0
2012-02-06,Category_023,4948.0
2012-02-06,Category_024,2291.0
2012-02-06,Category_025,9000.0
2012-02-06,Category_026,1795.0
2012-02-06,Category_028,124870.0
2012-02-06,Category_029,164.0
2012-02-06,Category_030,70300.0
2012-02-06,Category_031,32.0
2012-02-06,Category_032,4716.0
2012-02-06,Category_033,160000.0
2012-02-13,Category_001,3967.0
2012-02-13,Category_003,281.0
2012-02-13,Category_005,751825.0
2012-02-13,Category_006,1098225.0
2012-02-13,Category_007,851113.0
2012-02-13,Category_008,69.0
2012-02-13,Category_009,21017.0
2012-02-13,Category_010,11.0
2012-02-13,Category_011,9101.0
2012-02-13,Category_013,1713.0
2012-02-13,Category_015,1713.0
2012-02-13,Category_017,2.0
2012-02-13,Category_018,192.0
2012-02-13,Category_019,15243960.0
2012-02-13,Category_020,6970.0
2012-02-13,Category_021,15941.0
2012-02-13,Category_022,2315.0
2012-02-13,Category_023,12495.0
2012-02-13,Category_024,5877.0
2012-02-13,Category_026,1735.0
2012-02-13,Category_028,116427.0
2012-02-13,Category_029,20.0
2012-02-13,Category_030,185850.0
2012-02-13,Category_031,22.0
2012-02-13,Category_032,39286.0
2012-02-13,Category_033,370000.0
2012-02-20,Category_001,7432.0
2012-02-20,Category_003,2200.0
2012-02-20,Category_004,2860.0
2012-02-20,Category_005,750675.0
2012-02-20,Category_006,996618.0
2012-02-20,Category_007,162007.0
2012-02-20,Category_008,113.0
2012-02-20,Category_009,8497.0
2012-02-20,Category_011,7023.0
2012-02-20,Category_013,810.0
2012-02-20,Category_015,1623.0
2012-02-20,Category_017,105.0
2012-02-20,Category_018,161.0
2012-02-20,Category_019,16650742.0
2012-02-20,Category_020,5752.0
2012-02-20,Category_021,14379.0
2012-02-20,Category_022,2124.0
2012-02-20,Category_023,4221.0
2012-02-20,Category_024,5477.0
2012-02-20,Category_026,1246.0
2012-02-20,Category_028,109988.0
2012-02-20,Category_029,330.0
2012-02-20,Category_030,70600.0
2012-02-20,Category_031,75.0
2012-02-20,Category_032,37418.0
2012-02-20,Category_033,90000.0
2012-02-27,Category_001,7129.0
2012-02-27,Category_003,1508.0
2012-02-27,Category_004,600.0
2012-02-27,Category_005,869545.0
2012-02-27,Category_006,2364886.0
2012-02-27,Category_007,381981.0
2012-02-27,Category_008,1.0
2012-02-27,Category_009,19008.0
2012-02-27,Category_010,32.0
2012-02-27,Category_011,14248.0
2012-02-27,Category_013,742.0
2012-02-27,Category_015,3676.0
2012-02-27,Category_017,19.0
2012-02-27,Category_018,93.0
2012-02-27,Category_019,20366318.0
2012-02-27,Category_020,867.0
2012-02-27,Category_021,15448.0
2012-02-27,Category_022,964.0
2012-02-27,Category_023,10005.0
2012-02-27,Category_024,6523.0
2012-02-27,Category_026,982.0
2012-02-27,Category_028,107448.0
2012-02-27,Category_029,180.0
2012-02-27,Category_030,81350.0
2012-02-27,Category_031,59.0
2012-02-27,Category_032,29916.0
2012-02-27,Category_033,210000.0
2012-03-05,Category_001,7436.0
2012-03-05,Category_003,1229.0
2012-03-05,Category_004,1880.0
2012-03-05,Category_005,849565.0
2012-03-05,Category_006,1559106.0
2012-03-05,Category_007,358788.0
2012-03-05,Category_008,18.0
2012-03-05,Category_009,13071.0
2012-03-05,Category_010,85.0
2012-03-05,Category_011,17166.0
2012-03-05,Category_013,1113.0
2012-03-05,Category_015,2447.0
2012-03-05,Category_017,5.0
2012-03-05,Category_018,143.0
2012-03-05,Category_019,18650783.0
2012-03-05,Category_020,17451.0
2012-03-05,Category_021,34762.0
2012-03-05,Category_022,4190.0
2012-03-05,Category_023,2777.0
2012-03-05,Category_024,8555.0
2012-03-05,Category_025,3000.0
2012-03-05,Category_026,1099.0
2012-03-05,Category_028,206445.0
2012-03-05,Category_029,210.0
2012-03-05,Category_030,81850.0
2012-03-05,Category_031,86.0
2012-03-05,Category_032,1338.0
2012-03-05,Category_033,140000.0
2012-03-12,Category_001,4384.0
2012-03-12,Category_003,1334.0
2012-03-12,Category_005,698975.0
2012-03-12,Category_006,1368316.0
2012-03-12,Category_007,458635.0
2012-03-12,Category_008,6.0
2012-03-12,Category_009,12690.0
2012-03-12,Category_010,3.0
2012-03-12,Category_011,7211.0
2012-03-12,Category_013,495.0
2012-03-12,Category_015,1336.0
2012-03-12,Category_017,1.0
2012-03-12,Category_018,146.0
2012-03-12,Category_019,12367161.0
2012-03-12,Category_020,7166.0
2012-03-12,Category_021,25478.0
2012-03-12,Category_022,6308.0
2012-03-12,Category_023,4240.0
2012-03-12,Category_024,4978.0
2012-03-12,Category_026,775.0
2012-03-12,Category_028,128032.0
2012-03-12,Category_029,83.0
2012-03-12,Category_030,244800.0
2012-03-12,Category_031,91.0
2012-03-12,Category_032,11790.0
2012-03-12,Category_033,120000.0
2012-03-19,Category_001,4061.0
2012-03-19,Category_003,2923.0
2012-03-19,Category_005,575250.0
2012-03-19,Category_006,787428.0
2012-03-19,Category_007,290821.0
2012-03-19,Category_008,65.0
2012-03-19,Category_009,14073.0
2012-03-19,Category_011,8543.0
2012-03-19,Category_013,1014.0
2012-03-19,Category_015,764.0
2012-03-19,Category_017,56.0
2012-03-19,Category_018,500.0
2012-03-19,Category_019,11691122.0
2012-03-19,Category_020,3669.0
2012-03-19,Category_021,19492.0
2012-03-19,Category_022,1929.0
2012-03-19,Category_023,2721.0
2012-03-19,Category_024,3285.0
2012-03-19,Category_026,2730.0
2012-03-19,Category_028,113275.0
2012-03-19,Category_029,60.0
2012-03-19,Category_030,140750.0
2012-03-19,Category_031,81.0
2012-03-19,Category_032,6828.0
2012-03-19,Category_033,130000.0
2012-03-26,Category_001,9361.0
2012-03-26,Category_003,1593.0
2012-03-26,Category_004,800.0
2012-03-26,Category_005,654970.0
2012-03-26,Category_006,1436142.0
2012-03-26,Category_007,1139242.0
2012-03-26,Category_008,2.0
2012-03-26,Category_009,11657.0
2012-03-26,Category_011,13871.0
2012-03-26,Category_013,2736.0
2012-03-26,Category_015,3042.0
2012-03-26,Category_018,506.0
2012-03-26,Category_019,18140890.0
2012-03-26,Category_020,7534.0
2012-03-26,Category_021,13698.0
2012-03-26,Category_022,1027.0
2012-03-26,Category_023,5003.0
2012-03-26,Category_024,3134.0
2012-03-26,Category_026,985.0
2012-03-26,Category_028,84704.0
2012-03-26,Category_029,400.0
2012-03-26,Category_030,53600.0
2012-03-26,Category_031,64.0
2012-03-26,Category_032,-4860.0
2012-03-26,Category_033,130000.0
2012-04-02,Category_001,5753.0
2012-04-02,Category_003,1991.0
2012-04-02,Category_004,800.0
2012-04-02,Category_005,878175.0
2012-04-02,Category_006,1563824.0
2012-04-02,Category_007,318292.0
2012-04-02,Category_008,419.0
2012-04-02,Category_009,8354.0
2012-04-02,Category_011,3450.0
2012-04-02,Category_013,840.0
2012-04-02,Category_015,3145.0
2012-04-02,Category_017,20.0
2012-04-02,Category_018,163.0
2012-04-02,Category_019,16220316.0
2012-04-02,Category_020,16370.0
2012-04-02,Category_021,10748.0
2012-04-02,Category_022,1637.0
2012-04-02,Category_023,7001.0
2012-04-02,Category_024,2180.0
2012-04-02,Category_026,2272.0
2012-04-02,Category_028,86254.0
2012-04-02,Category_029,140.0
2012-04-02,Category_030,49750.0
2012-04-02,Category_031,39.0
2012-04-02,Category_032,6978.0
2012-04-02,Category_033,270000.0
2012-04-09,Category_001,4241.0
2012-04-09,Category_003,2428.0
2012-04-09,Category_005,480080.0
2012-04-09,Category_006,1016713.0
2012-04-09,Category_007,609640.0
2012-04-09,Category_008,22.0
2012-04-09,Category_009,19434.0
2012-04-09,Category_010,50.0
2012-04-09,Category_011,4863.0
2012-04-09,Category_013,858.0
2012-04-09,Category_015,1244.0
2012-04-09,Category_018,1016.0
2012-04-09,Category_019,12945379.0
2012-04-09,Category_020,7734.0
2012-04-09,Category_021,26283.0
2012-04-09,Category_022,1650.0
2012-04-09,Category_023,5390.0
2012-04-09,Category_024,7423.0
2012-04-09,Category_026,1107.0
2012-04-09,Category_028,104557.0
2012-04-09,Category_030,175400.0
2012-04-09,Category_031,28.0
2012-04-09,Category_032,26010.0
2012-04-09,Category_033,180000.0
2012-04-16,Category_001,4945.0
2012-04-16,Category_003,336.0
2012-04-16,Category_004,400.0
2012-04-16,Category_005,679955.0
2012-04-16,Category_006,1349624.0
2012-04-16,Category_007,491512.0
2012-04-16,Category_008,55.0
2012-04-16,Category_009,22302.0
2012-04-16,Category_010,66.0
2012-04-16,Category_011,2779.0
2012-04-16,Category_013,649.0
2012-04-16,Category_015,5735.0
2012-04-16,Category_017,2.0
2012-04-16,Category_018,160.0
2012-04-16,Category_019,15424440.0
2012-04-16,Category_020,19730.0
2012-04-16,Category_021,14559.0
2012-04-16,Category_022,1145.0
2012-04-16,Category_023,14319.0
2012-04-16,Category_024,6416.0
2012-04-16,Category_026,2365.0
2012-04-16,Category_028,82376.0
2012-04-16,Category_029,274.0
2012-04-16,Category_030,173000.0
2012-04-16,Category_031,27.0
2012-04-16,Category_032,26422.0
2012-04-16,Category_033,170000.0
2012-04-23,Category_001,5323.0
2012-04-23,Category_003,2325.0
2012-04-23,Category_005,516640.0
2012-04-23,Category_006,1632521.0
2012-04-23,Category_007,1353000.0
2012-04-23,Category_008,21.0
2012-04-23,Category_009,18528.0
2012-04-23,Category_010,40.0
2012-04-23,Category_011,12446.0
2012-04-23,Category_013,1201.0
2012-04-23,Category_015,2264.0
2012-04-23,Category_017,-5.0
2012-04-23,Category_018,64.0
2012-04-23,Category_019,15014883.0
2012-04-23,Category_020,2430.0
2012-04-23,Category_021,28782.0
2012-04-23,Category_022,1990.0
2012-04-23,Category_023,3480.0
2012-04-23,Category_024,4974.0
2012-04-23,Category_026,1037.0
2012-04-23,Category_028,98089.0
2012-04-23,Category_029,80.0
2012-04-23,Category_030,57100.0
2012-04-23,Category_031,22.0
2012-04-23,Category_032,522.0
2012-04-23,Category_033,210000.0
2012-04-30,Category_001,1896.0
2012-04-30,Category_003,506.0
2012-04-30,Category_004,20.0
2012-04-30,Category_005,593040.0
2012-04-30,Category_006,913046.0
2012-04-30,Category_007,185336.0
2012-04-30,Category_008,2.0
2012-04-30,Category_009,13351.0
2012-04-30,Category_010,7.0
2012-04-30,Category_011,2959.0
2012-04-30,Category_013,299.0
2012-04-30,Category_015,2201.0
2012-04-30,Category_017,124.0
2012-04-30,Category_018,237.0
2012-04-30,Category_019,8706186.0
2012-04-30,Category_020,5448.0
2012-04-30,Category_021,18015.0
2012-04-30,Category_022,891.0
2012-04-30,Category_023,2110.0
2012-04-30,Category_024,3481.0
2012-04-30,Category_026,888.0
2012-04-30,Category_028,43370.0
2012-04-30,Category_029,330.0
2012-04-30,Category_030,86100.0
2012-04-30,Category_031,18.0
2012-04-30,Category_032,23474.0
2012-04-30,Category_033,110000.0
2012-05-07,Category_001,3776.0
2012-05-07,Category_003,2405.0
2012-05-07,Category_004,110.0
2012-05-07,Category_005,971490.0
2012-05-07,Category_006,1442338.0
2012-05-07,Category_007,406791.0
2012-05-07,Category_008,12.0
2012-05-07,Category_009,20854.0
2012-05-07,Category_010,3.0
2012-05-07,Category_011,12537.0
2012-05-07,Category_013,623.0
2012-05-07,Category_015,1307.0
2012-05-07,Category_018,90.0
2012-05-07,Category_019,20048397.0
2012-05-07,Category_020,854.0
2012-05-07,Category_021,12225.0
2012-05-07,Category_022,1184.0
2012-05-07,Category_023,1245.0
2012-05-07,Category_024,3319.0
2012-05-07,Category_026,3122.0
2012-05-07,Category_028,48969.0
2012-05-07,Category_029,55.0
2012-05-07,Category_030,110950.0
2012-05-07,Category_031,59.0
2012-05-07,Category_032,5718.0
2012-05-07,Category_033,280000.0
2012-05-14,Category_001,4749.0
2012-05-14,Category_003,1946.0
2012-05-14,Category_004,160.0
2012-05-14,Category_005,693940.0
2012-05-14,Category_006,1381978.0
2012-05-14,Category_007,266391.0
2012-05-14,Category_008,474.0
2012-05-14,Category_009,11783.0
2012-05-14,Category_010,6.0
2012-05-14,Category_011,17932.0
2012-05-14,Category_013,372.0
2012-05-14,Category_015,6610.0
2012-05-14,Category_018,82.0
2012-05-14,Category_019,15969975.0
2012-05-14,Category_020,1114.0
2012-05-14,Category_021,24929.0
2012-05-14,Category_022,3880.0
2012-05-14,Category_023,3340.0
2012-05-14,Category_024,1186.0
2012-05-14,Category_026,1230.0
2012-05-14,Category_028,249649.0
2012-05-14,Category_029,290.0
2012-05-14,Category_030,70350.0
2012-05-14,Category_031,63.0
2012-05-14,Category_032,2328.0
2012-05-14,Category_033,160000.0
2012-05-21,Category_001,6399.0
2012-05-21,Category_003,1700.0
2012-05-21,Category_005,795330.0
2012-05-21,Category_006,1646337.0
2012-05-21,Category_007,414897.0
2012-05-21,Category_008,26.0
2012-05-21,Category_009,11742.0
2012-05-21,Category_010,42.0
2012-05-21,Category_011,17018.0
2012-05-21,Category_013,534.0
2012-05-21,Category_015,2183.0
2012-05-21,Category_017,120.0
2012-05-21,Category_018,108.0
2012-05-21,Category_019,15772878.0
2012-05-21,Category_020,3617.0
2012-05-21,Category_021,13825.0
2012-05-21,Category_022,1012.0
2012-05-21,Category_023,6226.0
2012-05-21,Category_024,5209.0
2012-05-21,Category_026,683.0
2012-05-21,Category_028,350209.0
2012-05-21,Category_029,50.0
2012-05-21,Category_030,131900.0
2012-05-21,Category_031,41.0
2012-05-21,Category_032,3132.0
2012-05-21,Category_033,140000.0
2012-05-28,Category_001,4119.0
2012-05-28,Category_003,2539.0
2012-05-28,Category_004,1700.0
2012-05-28,Category_005,577210.0
2012-05-28,Category_006,1403130.0
2012-05-28,Category_007,729526.0
2012-05-28,Category_008,66.0
2012-05-28,Category_009,9364.0
2012-05-28,Category_010,1850.0
2012-05-28,Category_011,11731.0
2012-05-28,Category_013,65.0
2012-05-28,Category_015,4647.0
2012-05-28,Category_017,43.0
2012-05-28,Category_018,64.0
2012-05-28,Category_019,15677165.0
2012-05-28,Category_020,24638.0
2012-05-28,Category_021,7607.0
2012-05-28,Category_022,4707.0
2012-05-28,Category_023,9823.0
2012-05-28,Category_024,2876.0
2012-05-28,Category_026,2165.0
2012-05-28,Category_028,195518.0
2012-05-28,Category_030,55951.0
2012-05-28,Category_031,58.0
2012-05-28,Category_032,45102.0
2012-05-28,Category_033,190000.0
2012-06-04,Category_001,6249.0
2012-06-04,Category_003,2709.0
2012-06-04,Category_004,100.0
2012-06-04,Category_005,692425.0
2012-06-04,Category_006,1880127.0
2012-06-04,Category_007,161451.0
2012-06-04,Category_009,24256.0
2012-06-04,Category_010,15.0
2012-06-04,Category_011,7319.0
2012-06-04,Category_013,200.0
2012-06-04,Category_015,2634.0
2012-06-04,Category_017,8.0
2012-06-04,Category_018,93.0
2012-06-04,Category_019,14916429.0
2012-06-04,Category_020,2928.0
2012-06-04,Category_021,8435.0
2012-06-04,Category_022,58.0
2012-06-04,Category_023,4305.0
2012-06-04,Category_024,2647.0
2012-06-04,Category_026,1113.0
2012-06-04,Category_028,501155.0
2012-06-04,Category_029,710.0
2012-06-04,Category_030,219050.0
2012-06-04,Category_031,111.0
2012-06-04,Category_032,29796.0
2012-06-04,Category_033,220000.0
2012-06-11,Category_001,5850.0
2012-06-11,Category_003,1295.0
2012-06-11,Category_004,1700.0
2012-06-11,Category_005,978475.0
2012-06-11,Category_006,1085335.0
2012-06-11,Category_007,112854.0
2012-06-11,Category_008,14.0
2012-06-11,Category_009,13824.0
2012-06-11,Category_010,-10.0
2012-06-11,Category_011,10089.0
2012-06-11,Category_013,439.0
2012-06-11,Category_015,2227.0
2012-06-11,Category_018,178.0
2012-06-11,Category_019,18756418.0
2012-06-11,Category_020,23086.0
2012-06-11,Category_021,12462.0
2012-06-11,Category_022,1702.0
2012-06-11,Category_023,2591.0
2012-06-11,Category_024,4880.0
2012-06-11,Category_026,1414.0
2012-06-11,Category_028,67292.0
2012-06-11,Category_029,120.0
2012-06-11,Category_030,98300.0
2012-06-11,Category_031,40.0
2012-06-11,Category_032,648.0
2012-06-11,Category_033,150000.0
2012-06-18,Category_001,4703.0
2012-06-18,Category_003,2303.0
2012-06-18,Category_004,300.0
2012-06-18,Category_005,753765.0
2012-06-18,Category_006,1623827.0
2012-06-18,Category_007,299907.0
2012-06-18,Category_009,33082.0
2012-06-18,Category_010,40.0
2012-06-18,Category_011,6182.0
2012-06-18,Category_013,4385.0
2012-06-18,Category_015,2889.0
2012-06-18,Category_017,1.0
2012-06-18,Category_018,129.0
2012-06-18,Category_019,16093669.0
2012-06-18,Category_020,15695.0
2012-06-18,Category_021,15733.0
2012-06-18,Category_022,274.0
2012-06-18,Category_023,12350.0
2012-06-18,Category_024,6975.0
2012-06-18,Category_026,881.0
2012-06-18,Category_028,147551.0
2012-06-18,Category_029,80.0
2012-06-18,Category_030,83000.0
2012-06-18,Category_031,61.0
2012-06-18,Category_032,42866.0
2012-06-18,Category_033,160000.0
2012-06-25,Category_001,3849.0
2012-06-25,Category_003,2009.0
2012-06-25,Category_004,700.0
2012-06-25,Category_005,616825.0
2012-06-25,Category_006,725343.0
2012-06-25,Category_007,1020035.0
2012-06-25,Category_008,63.0
2012-06-25,Category_009,9294.0
2012-06-25,Category_010,30.0
2012-06-25,Category_011,2577.0
2012-06-25,Category_013,1251.0
2012-06-25,Category_015,1768.0
2012-06-25,Category_018,276.0
2012-06-25,Category_019,14987554.0
2012-06-25,Category_020,13392.0
2012-06-25,Category_021,15974.0
2012-06-25,Category_022,791.0
2012-06-25,Category_023,14915.0
2012-06-25,Category_024,6274.0
2012-06-25,Category_026,712.0
2012-06-25,Category_028,316864.0
2012-06-25,Category_029,250.0
2012-06-25,Category_030,100800.0
2012-06-25,Category_031,20.0
2012-06-25,Category_032,2304.0
2012-06-25,Category_033,350000.0
2012-07-02,Category_001,4622.0
2012-07-02,Category_003,926.0
2012-07-02,Category_004,1540.0
2012-07-02,Category_005,792870.0
2012-07-02,Category_006,1093364.0
2012-07-02,Category_007,169173.0
2012-07-02,Category_008,170.0
2012-07-02,Category_009,8392.0
2012-07-02,Category_010,2.0
2012-07-02,Category_011,3827.0
2012-07-02,Category_013,2060.0
2012-07-02,Category_015,1986.0
2012-07-02,Category_017,1.0
2012-07-02,Category_018,109.0
2012-07-02,Category_019,22989187.0
2012-07-02,Category_020,3666.0
2012-07-02,Category_021,12178.0
2012-07-02,Category_022,5729.0
2012-07-02,Category_023,4227.0
2012-07-02,Category_024,5728.0
2012-07-02,Category_026,913.0
2012-07-02,Category_028,263518.0
2012-07-02,Category_029,19.0
2012-07-02,Category_030,129450.0
2012-07-02,Category_031,38.0
2012-07-02,Category_032,4956.0
2012-07-02,Category_033,110000.0
2012-07-09,Category_001,4992.0
2012-07-09,Category_003,1076.0
2012-07-09,Category_005,657325.0
2012-07-09,Category_006,1672745.0
2012-07-09,Category_007,332467.0
2012-07-09,Category_008,11.0
2012-07-09,Category_009,8897.0
2012-07-09,Category_010,5.0
2012-07-09,Category_011,16053.0
2012-07-09,Category_013,2694.0
2012-07-09,Category_015,3614.0
2012-07-09,Category_017,2.0
2012-07-09,Category_018,177.0
2012-07-09,Category_019,14312986.0
2012-07-09,Category_020,784.0
2012-07-09,Category_021,13156.0
2012-07-09,Category_022,2904.0
2012-07-09,Category_023,14900.0
2012-07-09,Category_024,7721.0
2012-07-09,Category_026,1133.0
2012-07-09,Category_028,267876.0
2012-07-09,Category_029,120.0
2012-07-09,Category_030,163300.0
2012-07-09,Category_031,62.0
2012-07-09,Category_032,9306.0
2012-07-09,Category_033,240000.0
2012-07-16,Category_001,2792.0
2012-07-16,Category_003,1501.0
2012-07-16,Category_004,200.0
2012-07-16,Category_005,580770.0
2012-07-16,Category_006,1041428.0
2012-07-16,Category_007,420132.0
2012-07-16,Category_008,23.0
2012-07-16,Category_009,21374.0
2012-07-16,Category_010,101.0
2012-07-16,Category_011,4727.0
2012-07-16,Category_013,1410.0
2012-07-16,Category_015,1253.0
2012-07-16,Category_017,150.0
2012-07-16,Category_018,186.0
2012-07-16,Category_019,13476939.0
2012-07-16,Category_020,9219.0
2012-07-16,Category_021,23673.0
2012-07-16,Category_022,1574.0
2012-07-16,Category_023,5476.0
2012-07-16,Category_024,1774.0
2012-07-16,Category_026,1683.0
2012-07-16,Category_028,152478.0
2012-07-16,Category_029,40.0
2012-07-16,Category_030,20750.0
2012-07-16,Category_031,47.0
2012-07-16,Category_032,1962.0
2012-07-16,Category_033,150000.0
2012-07-23,Category_001,6128.0
2012-07-23,Category_003,695.0
2012-07-23,Category_004,400.0
2012-07-23,Category_005,651170.0
2012-07-23,Category_006,664778.0
2012-07-23,Category_007,313128.0
2012-07-23,Category_008,4.0
2012-07-23,Category_009,16070.0
2012-07-23,Category_010,8.0
2012-07-23,Category_011,11434.0
2012-07-23,Category_013,606.0
2012-07-23,Category_015,4579.0
2012-07-23,Category_018,43.0
2012-07-23,Category_019,17557212.0
2012-07-23,Category_020,3346.0
2012-07-23,Category_021,20487.0
2012-07-23,Category_022,895.0
2012-07-23,Category_023,18341.0
2012-07-23,Category_024,2873.0
2012-07-23,Category_026,1682.0
2012-07-23,Category_028,98632.0
2012-07-23,Category_029,102.0
2012-07-23,Category_030,107950.0
2012-07-23,Category_031,187.0
2012-07-23,Category_032,4842.0
2012-07-23,Category_033,170000.0
2012-07-30,Category_001,3632.0
2012-07-30,Category_003,2885.0
2012-07-30,Category_004,960.0
2012-07-30,Category_005,631645.0
2012-07-30,Category_006,1451092.0
2012-07-30,Category_007,505437.0
2012-07-30,Category_008,3.0
2012-07-30,Category_009,5063.0
2012-07-30,Category_010,698.0
2012-07-30,Category_011,3386.0
2012-07-30,Category_013,426.0
2012-07-30,Category_015,5802.0
2012-07-30,Category_018,197.0
2012-07-30,Category_019,16677228.0
2012-07-30,Category_020,6489.0
2012-07-30,Category_021,11116.0
2012-07-30,Category_022,1218.0
2012-07-30,Category_023,14619.0
2012-07-30,Category_024,2533.0
2012-07-30,Category_026,609.0
2012-07-30,Category_028,222172.0
2012-07-30,Category_029,21.0
2012-07-30,Category_030,76150.0
2012-07-30,Category_031,58.0
2012-07-30,Category_032,5628.0
2012-07-30,Category_033,310000.0
2012-08-06,Category_001,3352.0
2012-08-06,Category_003,355.0
2012-08-06,Category_004,400.0
2012-08-06,Category_005,745500.0
2012-08-06,Category_006,1582631.0
2012-08-06,Category_007,255167.0
2012-08-06,Category_008,597.0
2012-08-06,Category_009,6459.0
2012-08-06,Category_010,4.0
2012-08-06,Category_011,8702.0
2012-08-06,Category_013,316.0
2012-08-06,Category_015,3316.0
2012-08-06,Category_018,60.0
2012-08-06,Category_019,14063548.0
2012-08-06,Category_020,5490.0
2012-08-06,Category_021,20779.0
2012-08-06,Category_022,-11.0
2012-08-06,Category_023,15824.0
2012-08-06,Category_024,2154.0
2012-08-06,Category_026,1233.0
2012-08-06,Category_028,81299.0
2012-08-06,Category_029,172.0
2012-08-06,Category_030,111000.0
2012-08-06,Category_031,28.0
2012-08-06,Category_032,50860.0
